"Reference","Study_common_taxon","Site_name","Sampling_effort","Longitude","Latitude","Species","Measurement","Effort_corrected_measurement"
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"scabriusculus",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"boopis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"elongatus",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"gracilis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"pallens",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"termitarius",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"eggersi",6,6
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"gundlachi",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"depressiceps",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"subedentata",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"wheeleri",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"zeteki",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"belti",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"foreli",2,2
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"tonduzi",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"geminata",2,2
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",7,7
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",3,3
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"biolleyi",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"cordovensis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"louisianae",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"marginiventris",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"perparva",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"rogeri",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"trinidadensis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"melanocephalum",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"bicarinatum",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"cornetzi",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"opulentus",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"gilva",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"auropunctata",11,11
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"rochai",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"mayri",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"horni",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"ruidum",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"annulata",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"haenschei",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"horni",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"striatula",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",2,2
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"bauri",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"chelifer",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"constricta",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"crenata",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"fauveli",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"harpax",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"impressa",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"obscuricornis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"unidentata",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"antillana",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"boliviensis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"brevicornis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"ocellatus",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"exsanguis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"fuhrmanni",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"cephalotes",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"cavernicola",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"indicatus",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"novogranadensis",3,3
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"wroughtonii",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"nuda",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"maculatus",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"costatus",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"rimosus",3,3
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"bispinosus",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"diversus",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"lutosus",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"brunneus",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"burchellii",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"hartigii",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"reitteri",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"coecus",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"praedator",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"iniquum",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",6,6
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"incisus",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"floricola",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"smithii",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"humilis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"iridescens",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"balzani",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"iheringi",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"longicornis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",3,3
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",2,2
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",3,3
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",2,2
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",2,2
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"scabriusculus",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"boopis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"elongatus",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"gracilis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"pallens",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"termitarius",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"eggersi",4,4
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"gundlachi",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"depressiceps",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"subedentata",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"wheeleri",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"zeteki",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"belti",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"foreli",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"tonduzi",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"geminata",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",3,3
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",7,7
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"biolleyi",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"cordovensis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"louisianae",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"marginiventris",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"perparva",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"rogeri",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"trinidadensis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"melanocephalum",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"bicarinatum",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"cornetzi",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"opulentus",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"gilva",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"auropunctata",11,11
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"rochai",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"mayri",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"horni",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"ruidum",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"annulata",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"haenschei",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"horni",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"striatula",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"bauri",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"chelifer",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"constricta",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"crenata",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"fauveli",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"harpax",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"impressa",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"obscuricornis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"unidentata",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"antillana",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"boliviensis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"brevicornis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"ocellatus",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"exsanguis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"fuhrmanni",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"cephalotes",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"cavernicola",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"indicatus",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"novogranadensis",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"wroughtonii",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"nuda",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
