"Reference","Study_common_taxon","Site_name","Sampling_effort","Longitude","Latitude","Species","Measurement","Effort_corrected_measurement"
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",3,3
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",11,11
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",2,2
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",2,2
"Cabra-García et al. 2012","Arthropoda","Secondary forest5",12,-76.0832451047,4.33716905582,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",2,2
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",2,2
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",2,2
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",6,6
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",3,3
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",2,2
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest6",12,-76.299431,3.838167,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest7",12,-76.3355,3.8605,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",6,6
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",3,3
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",3,3
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",2,2
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",3,3
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest8",12,-75.990194,4.441008,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",7,7
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",9,9
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",6,6
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",5,5
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest9",12,-75.858472,4.905525,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",6,6
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",3,3
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",3,3
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",2,2
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",3,3
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",1,1
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",0,0
"Cabra-García et al. 2012","Arthropoda","Secondary forest10",12,-76.5275,3.111842,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",8,8
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane1",12,-75.933667,4.897278,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane3",12,-76.4853882652,3.27187528945,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",2,2
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane4",12,-76.330164,3.642111,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",2,2
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",3,3
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",2,2
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",2,2
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane5",12,-76.0805479774,4.33683861219,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",2,2
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane6",12,-76.306667,3.839861,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",7,7
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane7",12,-76.33,3.861972,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",1,1
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",6,6
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",2,2
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",0,0
"Cabra-García et al. 2012","Arthropoda","Sugarcane10",12,-76.529444,3.107725,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",1,1
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",3,3
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",2,2
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",4,4
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",4,4
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",1,1
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",2,2
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest1",12,-75.940278,4.897,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest2",12,-75.8757407786,4.85385714583,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest2",12,-75.8757407786,4.85385714583,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest2",12,-75.8757407786,4.85385714583,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest2",12,-75.8757407786,4.85385714583,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest2",12,-75.8757407786,4.85385714583,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest2",12,-75.8757407786,4.85385714583,"",3,3
"Cabra-García et al. 2012","Arthropoda","Riparian forest2",12,-75.8757407786,4.85385714583,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest2",12,-75.8757407786,4.85385714583,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest2",12,-75.8757407786,4.85385714583,"",0,0
"Cabra-García et al. 2012","Arthropoda","Riparian forest2",12,-75.8757407786,4.85385714583,"",5,5
"Cabra-García et al. 2012","Arthropoda","Riparian forest2",12,-75.8757407786,4.85385714583,"",0,0
